Date;Freight;Kaub_level;Mogas_Flat;Brent_flat;Diesel_Flat;Heating_Flat
15/12/2017;43.8;1257;431.0933955;161.9684906;424.0280449;402.4920471
18/12/2017;43.8;1353;430.0554621;162.3230182;426.8620031;404.3213143
19/12/2017;43.8;1257;429.7837111;160.9236234;424.8836278;402.7661982
20/12/2017;43.8;1113;433.4857707;163.1574504;428.4772908;406.7951721
21/12/2017;43.8;1020;435.8776028;163.293701;426.4765617;405.8352648
22/12/2017;43.8;957;431.7152315;162.7436092;426.9351927;406.6021252
27/12/2017;43.8;858;438.1368953;166.6582598;437.3795967;415.574062
28/12/2017;43.8;846;435.4143382;166.2895928;436.3794156;414.9687703
29/12/2017;43.8;828;431.6495432;166.4470941;433.816593;412.8078576
02/01/2018;43.8;1164;425.7881922;165.6278492;426.5842089;405.4911157
03/01/2018;43.8;1215;431.8471939;169.8494552;436.4185433;415.4199198
04/01/2018;40.8;1332;431.9749099;170.8992955;434.3593815;413.0479175
05/01/2018;40.8;1449;431.2358954;169.7882939;432.4837002;411.3190452
08/01/2018;40.8;2037;436.0652756;171.2603358;435.8772117;414.5369287
09/01/2018;40.8;1962;444.6629817;173.7847804;441.9887208;421.7805243
10/01/2018;40.8;1812;448.1302622;174.9916611;441.4312741;422.438063
11/01/2018;40.8;1602;446.3530116;176.5498877;441.9609133;425.1833494
12/01/2018;40.8;1413;435.2325713;172.8516108;429.6280875;412.065246
15/01/2018;40.8;1080;430.0661539;172.2733567;423.6912126;405.706485
16/01/2018;40.8;1002;431.5354608;170.8994276;424.2002482;405.3207499
17/01/2018;40.8;996;430.7310903;170.515447;423.077732;404.7659734
18/01/2018;40.8;1071;431.7800017;170.4863098;420.2728182;401.98343
19/01/2018;40.8;1197;431.5209657;167.8580171;417.0286461;398.6749012
22/01/2018;40.8;1569;432.5660584;170.4551025;421.7105553;404.8917573
23/01/2018;40.8;1581;436.5349411;171.4425667;422.931787;406.0637945
24/01/2018;40.8;1671;433.5992375;169.7943653;417.9033525;402.9247744
25/01/2018;40.8;1821;434.5311633;170.6859031;419.1885789;402.7709367
26/01/2018;40.8;1899;428.9958098;168.9369572;418.1167932;402.5111627
29/01/2018;40.8;1605;436.417871;166.2492932;415.1120918;398.7218947
30/01/2018;40.8;1470;429.4894851;164.2138314;409.030424;391.1687488
31/01/2018;40.8;1347;422.8866228;164.0041744;406.4569874;388.4277867
01/02/2018;39.3;1281;435.0333265;164.9410065;409.5486613;391.5241865
02/02/2018;39.3;1311;432.4817765;162.3439001;402.8501456;384.4919923
05/02/2018;39.3;1257;427.0627775;163.6495177;404.9172553;389.3285843
06/02/2018;39.3;1176;425.4191693;162.3975992;404.2352582;387.8181267
07/02/2018;39.3;1092;416.1650726;159.6531042;393.4646825;376.7418711
08/02/2018;39.3;1017;416.678587;157.0763957;393.286963;375.7207043
09/02/2018;39.3;948;412.1729631;153.972134;382.8760199;364.8095748
12/02/2018;39.3;840;406.2984433;152.7277175;382.5960747;364.5735724
13/02/2018;39.3;801;392.2877896;149.6716127;372.3584196;353.707943
14/02/2018;39.3;762;387.564424;151.797862;374.886118;356.4563098
15/02/2018;39.3;738;387.9890546;151.3567598;370.8937942;354.1565443
16/02/2018;39.3;708;391.8869068;154.4046855;379.8349765;363.6918484
19/02/2018;39.3;939;397.7261813;156.9379533;388.5338583;372.2206819
20/02/2018;39.3;1002;405.1120625;156.4181524;390.2845154;373.8287684
21/02/2018;39.3;1020;401.0654534;157.8216374;393.1962644;376.6854928
22/02/2018;39.3;954;402.0071172;160.9726295;401.5973118;385.6996159
23/02/2018;39.3;912;402.6234307;161.9156029;403.881158;389.2165665
26/02/2018;40.8;705;406.7034166;164.7321429;407.8053471;393.161526
27/02/2018;42.3;663;407.7795979;163.8403382;405.6942874;391.2378555
28/02/2018;42.3;627;411.3384735;161.4704438;400.5389671;385.1006057
01/03/2018;42.3;606;402.9797893;157.9245748;393.9966772;377.8692724
02/03/2018;42.3;585;388.8059775;156.4327485;385.9593929;370.4183961
05/03/2018;43.8;588;390.7008236;160.5427805;391.867001;376.3313986
06/03/2018;44.55;579;384.4288202;158.6173556;384.9105668;370.2130663
07/03/2018;47.55;558;379.7984543;157.670935;385.2597083;370.6661033
08/03/2018;47.55;579;374.0206536;154.6493841;380.9623692;366.7004468
09/03/2018;49.05;582;377.9451057;159.433732;394.3665156;379.9596291
12/03/2018;51.3;615;383.359129;157.1451796;387.5894772;373.1683431
13/03/2018;51.3;630;374.9265045;155.3562773;384.0236651;369.4158069
14/03/2018;51.3;660;377.623273;153.9413049;386.5058498;372.8949224
15/03/2018;51.3;744;380.1035022;154.8253788;389.743557;376.0662792
16/03/2018;51.3;777;384.3396844;157.6213316;395.9296783;381.6551715
19/03/2018;51.3;732;386.8183647;158.4694126;398.3970674;383.6342937
20/03/2018;51.3;696;391.5913246;161.6324536;404.6905919;392.1694159
21/03/2018;52.8;666;393.7275322;166.8240273;415.0857903;403.1248409
22/03/2018;52.8;645;400.076506;166.2227996;409.9952548;398.6910776
23/03/2018;52.8;630;396.4708978;167.5684432;411.7657558;399.7081399
26/03/2018;52.8;585;395.8198686;165.9656756;408.7880991;396.9930558
27/03/2018;55.8;555;397.3657706;166.3380737;415.0444302;403.4854457
28/03/2018;55.8;528;393.5180051;164.9056299;412.622395;400.7536146
29/03/2018;54.3;528;440.1252383;163.9152666;412.5202528;399.0262876
03/04/2018;54.3;780;439.1988847;163.4302892;416.6815969;402.0150552
04/04/2018;52.05;753;436.0651288;162.5366569;415.7568496;401.2934928
05/04/2018;49.05;726;441.6609743;164.3637847;416.5063191;401.3436446
06/04/2018;49.05;693;439.5701673;163.0456106;415.1887768;399.7106823
09/04/2018;47.55;663;437.1170493;165.4827698;417.1389536;401.7810715
10/04/2018;47.55;645;438.1400654;170.5444543;423.0459369;408.5557604
11/04/2018;46.05;642;443.4075009;175.750969;434.0123864;420.0805177
12/04/2018;46.05;681;451.0076222;173.9917228;432.0695352;418.1584029
13/04/2018;46.05;669;452.9966811;177.0966956;435.9279838;422.1912724
16/04/2018;43.8;699;444.6612903;174.3977365;425.6930424;412.2093703
17/04/2018;42.3;657;446.9226602;174.4598203;423.5127574;408.1654064
18/04/2018;42.3;639;448.9077353;177.8010978;428.0749086;412.8043127
19/04/2018;42.3;621;454.454326;181.8123082;436.7348485;419.8901073
20/04/2018;42.3;606;455.760976;180.1121131;436.1948896;419.9351731
23/04/2018;42.3;609;464.9473858;182.1376042;444.8818457;428.3273073
24/04/2018;42.3;603;472.8820309;184.8685827;450.4884634;433.9376622
25/04/2018;42.3;639;468.2313148;182.1912187;448.2191992;430.7144893
26/04/2018;42.3;645;470.6029717;184.4674556;456.6472729;440.192499
27/04/2018;;654;480.404524;185.0455675;462.5923158;445.8252022
30/04/2018;42.3;690;484.8806337;186.5468996;462.0600924;444.6470428
02/05/2018;42.3;660;482.4585797;182.5934871;457.8624284;439.7645695
03/05/2018;40.8;636;481.7572908;184.0476985;459.4888949;440.6915595
04/05/2018;40.8;642;487.8648394;186.8827805;468.2707379;449.0183203
08/05/2018;40.8;549;500.0858591;187.809604;475.702159;455.4748898
09/05/2018;40.8;552;512.4406152;195.2437074;493.6646379;471.9700763
11/05/2018;40.8;576;517.2117963;194.3438914;490.2407499;468.8585387
14/05/2018;40.8;645;509.1513498;195.4204204;488.8156879;467.6014019
15/05/2018;40.8;717;523.2147254;198.8386771;501.535317;481.3899531
16/05/2018;40.8;696;531.4392724;199.2107943;507.5335154;486.9919815
17/05/2018;40.8;732;541.3222867;204.0660737;520.0189713;499.7918132
18/05/2018;40.8;789;543.7845719;199.7453527;516.5561554;495.7059437
22/05/2018;40.8;696;543.6887705;204.0783449;519.9588578;497.8488759
23/05/2018;40.8;660;544.9618367;201.9388452;525.2802156;502.0890992
24/05/2018;40.05;651;546.7921188;202.1828104;525.336166;500.7416283
25/05/2018;40.05;657;540.9685839;196.3940043;516.385399;491.5424437
29/05/2018;40.05;600;539.5830277;193.5542481;521.8644764;492.9358438
30/05/2018;40.05;597;534.0369734;195.9078404;524.3548371;497.0310286
01/06/2018;40.05;654;537.7925935;192.5100694;511.2421599;485.9892583
04/06/2018;38.55;738;526.3595965;188.5319928;500.9621114;475.4743472
05/06/2018;38.55;672;526.6294983;188.0942184;500.7893038;475.9524781
06/06/2018;38.55;639;515.0645446;187.8283043;489.5990196;466.1698162
07/06/2018;38.55;618;506.6862334;191.4920581;492.3743478;469.5165916
08/06/2018;38.55;654;519.8050321;191.5262889;501.4705763;478.8047782
11/06/2018;38.55;744;513.9827602;190.9414758;498.3474537;475.7053929
12/06/2018;38.55;768;515.1710943;190.6684764;500.2189181;473.5279728
13/06/2018;38.55;888;511.3321304;191.0319619;501.0592936;475.1007604
14/06/2018;38.55;873;516.9305503;191.4066496;498.4892509;473.4982692
15/06/2018;38.55;876;520.7404496;186.9437737;496.2673389;470.0030378
18/06/2018;38.55;792;507.5522844;189.8734177;499.2036106;474.5599919
19/06/2018;38.55;714;519.9670143;191.2779608;504.2118138;480.7072306
20/06/2018;38.55;657;519.0024199;190.8101572;499.888754;476.128012
21/06/2018;38.55;627;513.2626641;188.3515341;494.1810893;469.8575879
22/06/2018;38.55;576;508.5829371;188.6589973;491.9701889;468.7641514
25/06/2018;40.8;516;509.240174;187;485.963604;462.5977062
26/06/2018;46.8;498;515.00948;189.4019877;489.8587449;466.1043623
27/06/2018;49.8;477;528.0981005;196.9783058;510.3785445;487.4697269
28/06/2018;49.8;459;540.0849277;196.1926962;512.8126254;490.2512888
29/06/2018;49.8;450;536.8255835;200.4889346;513.1208331;491.5054757
02/07/2018;52.8;408;533.7941193;197.5685196;506.6873258;484.4377519
03/07/2018;52.8;390;526.172675;195.2250321;499.6672854;476.768863
04/07/2018;52.8;384;529.6078864;198.5998969;507.9633491;485.2948325
05/07/2018;54.3;399;521.1062386;197.335383;505.0802813;482.6744807
06/07/2018;54.3;423;519.2325501;193.7052201;498.5511866;476.347497
09/07/2018;54.3;504;517.2716121;195.5127661;497.7628875;475.0665743
10/07/2018;57.3;453;531.3954308;198.9584223;508.7496018;486.3537803
11/07/2018;57.3;426;523.6307054;192.0920324;497.8908661;475.0918096
12/07/2018;60.9;402;515.515817;185.7179619;485.9527055;462.8097967
13/07/2018;61.8;387;511.7203168;191.3939706;497.4745873;472.4864292
16/07/2018;66.3;318;507.4389759;182.1757679;476.855687;452.1019464
17/07/2018;66.3;312;495.1774856;181.2249082;476.4241503;451.6472938
18/07/2018;73.8;309;502.3170983;182.284041;484.1590018;458.5903111
19/07/2018;73.8;321;510.0437814;186.8139455;494.0981104;468.2319288
20/07/2018;78.3;321;513.3908887;185.5012853;489.424545;463.5106092
23/07/2018;82.8;342;510.2690791;188.5114374;491.6259816;464.9776706
24/07/2018;81.9;354;520.7914721;188.9800103;496.2788364;469.0563781
25/07/2018;88.8;330;524.8823378;189.8802395;498.911283;471.8047712
26/07/2018;94.8;315;529.6461211;191.3280983;501.931093;474.8126859
27/07/2018;100.8;291;549.4426749;193.3935484;509.9737898;483.9403399
30/07/2018;108.3;243;540.3347718;192.9048271;502.583127;476.5014256
31/07/2018;115.8;246;535.9261262;190.3629857;493.1446609;467.2059334
01/08/2018;121.77;240;550.535567;185.9097127;485.2185653;458.5280948
02/08/2018;124.77;225;543.5741297;188.9816648;496.5869991;470.5282971
03/08/2018;125.1;225;547.4562225;187.5647221;502.7957517;476.4236604
06/08/2018;124.65;222;550.2485797;188.7637529;509.9795496;486.1497092
07/08/2018;128.1;216;544.6456332;188.1141183;507.1353579;484.560898
08/08/2018;127.2;198;545.2788163;182.5006472;499.2321806;476.341444
09/08/2018;127.35;201;528.13024;182.7740878;498.9304555;476.012791
10/08/2018;129;210;536.31106;186.6620112;517.7293093;495.2760721
13/08/2018;126.75;225;547.0180671;186.7403315;521.4796374;497.199039
14/08/2018;133.5;219;553.0153972;187.0068385;519.836703;495.2080464
16/08/2018;133.35;228;555.3859694;184.2480211;514.700827;489.0664922
17/08/2018;133.05;213;546.661676;186.0152752;515.29299;490.7329844
20/08/2018;141.15;204;544.1156377;186.0945709;511.198646;487.0936477
21/08/2018;146.1;201;546.4252546;185.915493;509.0267;486.031309
22/08/2018;148.05;192;543.5284924;188.9979339;507.7240404;485.6169343
23/08/2018;146.55;177;548.2545244;191.2859487;513.7647725;493.0141131
24/08/2018;144.3;165;555.3981501;194.347601;522.4513449;501.7435579
28/08/2018;153.15;219;532.836286;194.70538;515.3714631;495.1718917
29/08/2018;151.05;213;535.7016614;195.4116638;519.0154353;499.2438708
30/08/2018;154.95;225;540.6016024;197.2887444;519.6896267;499.9895247
31/08/2018;155.25;216;539.7467621;199.4764398;524.2642176;504.4354926
03/09/2018;155.4;270;549.4967349;201.0250668;533.1031345;513.2861495
04/09/2018;162.15;321;556.4672435;201.1676181;538.1167261;520.4599132
05/09/2018;163.65;345;538.5565954;199.1883958;529.1500588;510.8365028
06/09/2018;169.5;315;529.1686112;194.9458484;518.2477702;499.8154562
07/09/2018;175.2;291;532.3231507;195.0581145;518.8526852;499.9695163
10/09/2018;182.25;279;540.1592237;198.7036557;526.631669;508.2604801
11/09/2018;182.7;273;539.8167559;202.0217729;531.1860372;512.8493165
12/09/2018;189;264;548.2837557;205.0668968;532.7218381;515.9738615
13/09/2018;189.9;252;543.139372;200.3442341;521.3018654;504.1681355
14/09/2018;190.95;234;529.5991983;199.674908;512.5410859;494.5740633
17/09/2018;197.25;225;530.2402822;201.2681004;515.6075884;497.385547
18/09/2018;202.5;225;525.3786378;202.8725314;516.4307197;497.0040559
19/09/2018;206.1;216;533.6239851;203.7284649;519.4383936;501.0325936
20/09/2018;202.65;186;527.875882;200.7647209;511.0409334;492.385493
21/09/2018;199.05;192;526.8038529;201.0630156;511.0951501;491.7769079
24/09/2018;205.2;222;526.7487883;206.1751465;520.7884074;501.6106047
25/09/2018;205.05;234;528.4593188;209.8242337;530.1737324;512.0848085
26/09/2018;207.6;240;530.8576726;208.9034677;531.9171731;513.5848865
27/09/2018;210.75;249;537.5475635;209.7206799;536.6968428;517.6797333
28/09/2018;211.05;237;544.6508422;216.784727;558.5664848;537.857978
01/10/2018;210.9;174;544.9292212;218.9126314;562.9679027;542.1337356
02/10/2018;211.35;177;558.9441804;223.0442693;575.1964374;552.9460413
04/10/2018;209.1;207;558.0232955;224.7261346;583.3727044;560.1076205
05/10/2018;226.05;228;550.7721293;222.0406744;581.9230367;558.7740572
08/10/2018;224.85;207;542.8503064;219.5243074;580.2093652;556.7595528
09/10/2018;232.35;195;550.14645;223.5505028;591.7066145;566.690419
10/10/2018;242.1;186;538.6256112;218.973913;580.4606186;555.9546314
11/10/2018;242.4;174;511.7791674;210.712743;562.3576477;536.4581633
12/10/2018;243.45;159;504.2530623;209.5904614;563.4784363;533.5648456
15/10/2018;282.75;123;500.7085946;209.9300579;560.0520328;530.8696171
16/10/2018;289.05;126;498.8244351;209.7436783;558.1739409;530.13376
17/10/2018;292.95;114;513.1711234;209.4796184;561.8838145;532.1913723
18/10/2018;298.65;93;504.4645841;209.178618;566.0690121;535.07337
19/10/2018;291.45;114;509.7406429;210.9154316;570.3739453;538.3438392
22/10/2018;315.9;75;510.3391231;209.5876109;570.3616866;537.801113
23/10/2018;312.3;93;501.8031421;204.1296393;562.3502539;529.2441693
24/10/2018;304.2;81;499.1585277;204.302397;569.9920217;535.4279821
25/10/2018;301.35;90;488.6551436;203.9768746;573.0578405;538.6531351
26/10/2018;302.7;90;493.2443219;205.3327457;585.3105644;549.1067934
29/10/2018;295.8;90;496.3253933;205.2104385;580.3163943;544.6734064
30/10/2018;303.15;141;502.8665074;200.0703482;575.2865082;540.3163616
31/10/2018;302.55;186;505.8004821;200.1236968;586.6790965;553.6814394
02/11/2018;308.55;171;476.8241795;187.7463432;556.3699948;521.8726634
05/11/2018;305.85;168;476.9613399;190.8443272;563.1097509;527.9365455
06/11/2018;313.95;141;469.527701;184.4154708;554.1138611;518.9542379
07/11/2018;317.25;126;463.3757518;183.389919;560.0994417;523.1101818
08/11/2018;322.65;129;464.1317551;182.7731092;555.3788348;514.5287282
09/11/2018;324.3;108;461.8871791;179.693284;559.9742163;518.9086425
12/11/2018;339.45;138;473.9692336;183.8348868;576.2019728;530.7319195
13/11/2018;337.5;132;460.9518548;173.3505017;554.9027592;509.8173513
14/11/2018;354.3;147;453.3272298;171.8572946;561.0793526;517.2429359
15/11/2018;352.2;141;447.0564186;174.0557276;558.0723282;512.8986579
16/11/2018;350.85;129;443.9202012;173.4003173;548.7916127;506.2854907
19/11/2018;349.5;99;437.6738531;169.2832765;538.7512265;495.304168
20/11/2018;346.35;105;431.2375609;163.5671132;526.9779361;479.3419489
21/11/2018;344.1;99;419.9591797;162.7399422;521.4950226;474.973046
22/11/2018;342.75;87;410.6929448;161.6153644;516.9646313;468.9359846
23/11/2018;340.35;96;400.6989396;152.3784355;505.5941506;453.565226
26/11/2018;339.15;87;396.1053916;157.3792132;511.4868033;456.5599333
27/11/2018;337.5;93;401.6694493;157.282839;505.0222258;452.7616685
28/11/2018;349.5;90;404.241294;155.1577455;490.7756732;444.1262617
29/11/2018;348.15;93;390.2889006;154.2811979;476.0331593;429.5725817
30/11/2018;360.45;93;398.2039015;151.3601549;471.9459769;424.1364247
03/12/2018;248.1;144;409.9395838;159.7687963;496.0207975;447.1856638
04/12/2018;151.35;282;404.9624978;160.6363397;496.3910725;453.26987
05/12/2018;145.5;456;404.6962472;161.8636604;498.6115939;455.7325948
06/12/2018;136.05;531;400.3781551;151.5725487;475.5122329;434.047986
07/12/2018;132.75;513;400.2107183;162.5450708;498.3762516;454.5642938
10/12/2018;125.1;459;400.4739214;157.7330416;477.3217349;434.9553984
11/12/2018;117.15;495;392.6164592;157.5270235;477.4209454;435.1968323
12/12/2018;118.35;603;399.2640869;159.2808038;484.451077;440.645101
13/12/2018;117.6;603;393.402713;156.4770029;471.2771827;430.3956265
14/12/2018;117.3;549;405.4134821;157.2707133;476.9540951;439.5324819
17/12/2018;120.45;414;396.5507662;153.9017723;467.9555797;429.3713115
18/12/2018;124.05;375;378.7774509;146.2951569;449.6604201;412.3655459
19/12/2018;122.1;366;369.6424727;146.8829461;451.7727429;415.5326169
20/12/2018;125.1;354;358.5723478;138.7739062;428.606619;400.1894339
21/12/2018;118.35;351;357.2112717;134.6767128;417.2847647;390.5068765
27/12/2018;119.85;1170;355.953596;136.0376198;417.2588122;388.9949459
28/12/2018;120.45;1074;353.7875044;131.534835;401.9084471;372.7301307
02/01/2019;118.2;576;363.3031449;141.7741511;428.7817423;395.1371485
03/01/2019;117.45;543;374.6772347;140.7472682;429.2162703;395.6448656
04/01/2019;115.95;507;384.7196388;145.9615891;434.2820045;404.9115144
07/01/2019;102.3;471;383.294596;149.5150721;442.1680631;413.5874253
08/01/2019;92.1;588;377.7392833;149.3444056;443.6244396;415.6682478
09/01/2019;92.55;630;388.4721231;156.0104758;455.7048562;426.2023164
10/01/2019;88.2;630;392.6969224;157.2691808;459.7018589;427.0750955
11/01/2019;87.15;630;397.4106845;154.6952224;456.9255525;426.6593642
14/01/2019;78.75;615;389.9503568;154.4344641;463.3321923;431.2046484
15/01/2019;82.05;951;390.9457685;154.2804622;457.3514482;426.7944923
16/01/2019;83.1;1224;395.637729;157.8628501;467.087699;437.7094843
17/01/2019;83.85;1179;393.1559175;157.5816076;464.0853444;432.9368799
18/01/2019;83.85;1011;402.4480611;163.1292756;472.5229424;439.9810334
21/01/2019;85.35;711;403.2864246;164.6277064;473.4429106;442.6970876
22/01/2019;90.45;627;395.6527092;161.123833;466.626827;436.1457896
23/01/2019;88.95;573;390.8776885;160.9659541;468.8514445;438.0510354
24/01/2019;88.05;552;388.2858152;161.6788643;467.4289915;439.2843658
25/01/2019;88.05;534;395.7228652;162.6123744;467.7718938;440.062494
28/01/2019;90.15;477;381.163095;156.8838676;453.2820833;424.7502683
29/01/2019;91.2;507;379.9395496;161.293994;464.5100532;436.7169238
30/01/2019;93.3;522;388.1283788;163.6626127;468.2845689;441.9238863
31/01/2019;97.5;522;388.5324657;162.4303621;468.3060176;443.0792141
01/02/2019;96.3;495;395.5798729;162.5403191;463.1480872;437.7437196
04/02/2019;91.2;495;404.9650467;163.3027523;468.7382484;442.5977107
05/02/2019;95.4;495;404.6693495;162.0414952;468.9672357;442.1966617
06/02/2019;93.15;489;401.4023964;164.0600316;473.9096139;446.9538874
07/02/2019;91.65;468;405.4781099;161.2252093;473.8478961;444.99599
08/02/2019;91.95;462;402.5494398;163.8551031;477.7235027;449.5784085
11/02/2019;92.25;579;411.1421189;162.6669025;481.1094385;452.7204948
12/02/2019;93.15;654;415.2968495;166.2004249;485.2783046;457.2897774
13/02/2019;94.05;735;420.5255311;168.4564352;492.2325397;464.1908906
14/02/2019;94.05;753;437.5645273;170.1277955;495.7196895;467.4412629
15/02/2019;93.75;681;444.3020949;175.2841918;510.1915936;482.6970461
18/02/2019;95.4;546;442.360303;175.9533898;500.8103088;477.6986279
19/02/2019;100.05;516;445.0534402;175.1549495;497.7513004;474.6992884
20/02/2019;98.7;510;443.6452698;176.8735673;500.2019391;475.3540249
21/02/2019;98.55;501;446.6622575;176.9244319;500.9743669;477.2586875
22/02/2019;98.4;489;449.3120672;177.6688742;505.1506627;481.655288
25/02/2019;104.7;468;436.1181642;169.5112285;490.4145586;467.2860048
26/02/2019;104.1;480;427.9154885;170.081859;496.2100691;472.9906422
27/02/2019;103.35;453;429.6382435;172.2641841;500.1546692;477.0867388
28/02/2019;104.25;447;430.8482408;170.9968465;498.1811455;475.9253662
01/03/2019;104.85;450;435.2628337;168.4353861;492.2415201;471.3570465
04/03/2019;98.25;567;437.0746571;170.9446944;501.1973385;480.24716
05/03/2019;96.15;570;437.8588681;170.5622738;499.5746978;480.1465124
06/03/2019;93;555;452.0543768;170.5528527;503.6890103;482.5785618
07/03/2019;91.2;561;464.5158211;172.0787863;504.746729;485.8880287
08/03/2019;90.9;573;457.4258581;169.8093032;499.2942587;480.4131051
11/03/2019;84.6;618;462.7264141;174.0128068;501.5654428;482.6875689
12/03/2019;76.95;684;462.5858182;174.4124169;495.1890587;475.1205746
13/03/2019;64.35;792;464.1660098;175.5197735;493.664501;474.3349974
14/03/2019;61.05;795;467.1828958;176.0424967;494.8562583;475.5950376
15/03/2019;61.8;801;455.7453605;175.8666431;490.5674962;471.3739949
18/03/2019;62.1;1419;452.8947728;176.7644726;485.1254436;466.2274284
19/03/2019;56.7;1404;455.4350683;178.0243001;488.3029023;469.5584865
20/03/2019;54.9;1275;459.9066174;180.2536551;495.6498046;476.87083
21/03/2019;54.45;1140;466.5737835;179.4678142;486.5513677;468.1338547
22/03/2019;56.1;999;486.4105496;176.039639;483.6162019;464.6330701
25/03/2019;59.4;741;498.9644704;177.5099338;488.9898314;470.5446642
26/03/2019;58.8;672;507.6328751;179.9840581;492.6488608;474.9515755
27/03/2019;61.05;636;509.4310571;180.3303437;494.6856329;476.6969665
28/03/2019;60.3;597;501.2586059;177.9194152;491.7666759;473.6040291
29/03/2019;66.15;573;519.0628742;181.5754339;494.5657627;476.5291565
01/04/2019;66;483;524.6718967;184.7365611;496.4358817;478.4245726
02/04/2019;67.95;468;530.1036246;186.5089286;505.3730669;487.6833546
03/04/2019;71.4;459;530.6347177;184.7549586;499.1920226;481.9823297
04/04/2019;70.95;465;537.9259414;186.5139495;505.1437022;489.0122755
05/04/2019;71.1;504;529.0551776;187.2429449;506.1807851;489.5772588
08/04/2019;71.1;558;539.017128;189.9075227;511.4262643;494.7715281
09/04/2019;71.7;525;542.9484571;188.4277733;506.1107918;489.499435
10/04/2019;70.95;528;550.1849858;190.3626208;510.1701532;493.6492146
11/04/2019;71.55;534;557.1489855;189.6306818;514.2548146;496.1470927
12/04/2019;70.8;531;551.5535627;189.7093896;509.6070865;493.309248
15/04/2019;70.5;501;547.2818743;187.9607531;508.2021737;491.4678025
16/04/2019;75.3;468;541.2729741;188.1999115;511.9686154;493.3373056
17/04/2019;75;459;545.3153631;188.9832758;516.6673371;496.6228822
18/04/2019;75.75;453;545.5648107;189.36;520.0893793;499.9506173
23/04/2019;78.45;387;567.5530489;196.6207203;528.3034334;508.5012834
24/04/2019;79.35;384;566.3715439;197.3592649;529.1061202;509.3850981
25/04/2019;80.1;393;579.6844547;200.449519;538.7543798;518.9089408
26/04/2019;80.1;390;573.4968877;191.8889787;519.3007337;499.2186411
29/04/2019;79.95;516;564.4691286;192.6457399;523.7679099;504.1323976
30/04/2019;80.85;546;565.272381;193.777857;524.3834305;504.7935562
02/05/2019;77.85;549;570.0390844;188.2625758;523.3604563;501.9531466
03/05/2019;77.4;507;565.1604083;193.6082474;537.0246745;514.9315069
07/05/2019;84.45;495;558.2019238;189.9776486;522.8802724;500.982281
08/05/2019;85.35;495;546.4368892;190.3588645;524.9764428;503.0489588
09/05/2019;84.15;492;552.517545;188.5821496;520.7478192;499.0691134
10/05/2019;84.9;516;560.8072876;191.9946572;522.3071263;500.3453255
13/05/2019;84.3;741;562.4436534;192.9924411;524.2718583;500.3953143
14/05/2019;81.9;699;557.0025188;194.1742384;521.9290334;498.9165635
15/05/2019;82.2;687;564.1530388;197.1742824;536.9379351;513.9554025
16/05/2019;88.65;633;580.025639;200.0357047;545.7758792;525.2686322
17/05/2019;86.55;582;595.7978412;198.254565;541.7343216;520.5763501
20/05/2019;87.6;522;598.6066789;196.6777111;537.7812994;516.6321097
21/05/2019;78.75;549;586.1061376;195.0362871;533.7438522;513.3745469
22/05/2019;80.55;792;584.7060206;192.9012622;521.6084776;501.4374366
23/05/2019;80.7;1269;574.8314362;184.4869378;505.6306699;484.1738967
24/05/2019;82.95;1380;559.0991037;183.6953607;500.3885802;480.6272116
28/05/2019;78.6;912;571.2669082;188.7866333;510.0396593;490.3766271
29/05/2019;77.7;870;565.6243495;186.5991395;504.9801429;484.105526
31/05/2019;77.25;852;542.2475439;176.5402206;483.0379318;461.0164602
03/06/2019;75.45;774;520.0086547;169.8882432;467.1603922;445.0289349
04/06/2019;75.6;732;508.3435231;169.9839915;462.5683572;438.9866461
05/06/2019;75.75;711;476.7025441;165.5236742;447.5626529;425.9389136
06/06/2019;74.25;723;473.283528;166.2968223;447.7016299;425.258651
07/06/2019;74.55;723;479.0441759;171.755522;459.8322806;438.1080283
11/06/2019;74.4;738;479.1024187;170.0088339;457.0760231;435.257963
12/06/2019;74.1;789;473.7264379;165.2212311;449.76496;427.8126453
13/06/2019;73.5;855;476.2552692;167.074143;457.174405;435.4938607
14/06/2019;74.55;942;476.1207241;168.0426099;463.6727176;442.4736048
17/06/2019;77.1;942;477.1408077;166.7171088;461.3240518;439.9666201
18/06/2019;77.4;951;466.7513631;169.1606329;469.0581881;447.6664926
19/06/2019;77.55;954;470.5106136;167.5738378;464.9754772;443.6815131
21/06/2019;77.85;945;482.2273471;175.0530223;476.6386566;455.2843029
24/06/2019;77.25;975;487.5438963;170.9320695;464.892491;443.8727748
25/06/2019;76.65;906;478.2554187;173.8145416;472.5642863;451.4732076
26/06/2019;81.45;879;500.81844;176.0869565;482.4354319;461.8690087
27/06/2019;81.6;825;503.7896646;174.4327177;478.2329701;457.3516228
28/06/2019;81.45;813;498.7034954;174.3848858;477.2604624;457.1273254
01/07/2019;81.9;717;503.3751593;171.6627016;476.7652134;455.9401454
02/07/2019;82.35;702;504.6404868;166.418901;471.2240327;449.4466447
03/07/2019;81.45;696;495.2915786;168.1041353;468.8572755;446.9471779
04/07/2019;80.85;678;506.0825954;169.3745571;469.9902302;448.9128398
05/07/2019;81.15;690;507.1450612;171.5275311;473.7231775;453.5143815
08/07/2019;81;663;519.4745558;174.0615247;479.5386372;459.5463093
09/07/2019;80.4;645;514.8147822;172.1285141;478.0455747;458.5748418
